Siruta,Localitate,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_
133562,Gornet,435.45,435.45,1451.5,1451.5,5806,290.3,435.45,1451.5,435.45,435.45,1451.5,1451.5,5806,290.3,435.45,1451.5
133615,Gornet-Cricov,340.05,340.05,1133.5,1133.5,4534,226.7,340.05,1133.5,340.05,340.05,1133.5,1133.5,4534,226.7,340.05,1133.5
133688,Gura Vadului,338.55,338.55,1128.5,1128.5,4514,225.7,338.55,1128.5,338.55,338.55,1128.5,1128.5,4514,225.7,338.55,1128.5
133722,Iordacheanu,804.45,804.45,2681.5,2681.5,10726,536.3,804.45,2681.5,804.45,804.45,2681.5,2681.5,10726,536.3,804.45,2681.5
133795,Izvoarele,1002.9,1002.9,3343.0,3343.0,13372,668.6,1002.9,3343.0,1002.9,1002.9,3343.0,3343.0,13372,668.6,1002.9,3343.0
133866,Jugureni,81.0,81.0,270.0,270.0,1080,54.0,81.0,270.0,81.0,81.0,270.0,270.0,1080,54.0,81.0,270.0
133919,Lapos,181.05,181.05,603.5,603.5,2414,120.7,181.05,603.5,181.05,181.05,603.5,603.5,2414,120.7,181.05,603.5
133964,Lipanesti,789.3,789.3,2631.0,2631.0,10524,526.2,789.3,2631.0,789.3,789.3,2631.0,2631.0,10524,526.2,789.3,2631.0
134014,Magurele,708.3,708.3,2361.0,2361.0,9444,472.2,708.3,2361.0,708.3,708.3,2361.0,2361.0,9444,472.2,708.3,2361.0
134050,Magureni,967.2,967.2,3224.0,3224.0,12896,644.8,967.2,3224.0,967.2,967.2,3224.0,3224.0,12896,644.8,967.2,3224.0
134096,Maneciu,1601.55,1601.55,5338.5,5338.5,21354,1067.7,1601.55,5338.5,1601.55,1601.55,5338.5,5338.5,21354,1067.7,1601.55,5338.5
134194,Manesti,595.95,595.95,1986.5,1986.5,7946,397.3,595.95,1986.5,595.95,595.95,1986.5,1986.5,7946,397.3,595.95,1986.5
134336,Pacureti,316.05,316.05,1053.5,1053.5,4214,210.7,316.05,1053.5,316.05,316.05,1053.5,1053.5,4214,210.7,316.05,1053.5
134390,Plopu,357.3,357.3,1191.0,1191.0,4764,238.2,357.3,1191.0,357.3,357.3,1191.0,1191.0,4764,238.2,357.3,1191.0
134443,Podenii Noi,729.45,729.45,2431.5,2431.5,9726,486.3,729.45,2431.5,729.45,729.45,2431.5,2431.5,9726,486.3,729.45,2431.5
134559,Poienarii Burchii,725.55,725.55,2418.5,2418.5,9674,483.7,725.55,2418.5,725.55,725.55,2418.5,2418.5,9674,483.7,725.55,2418.5
134648,Posesti,597.75,597.75,1992.5,1992.5,7970,398.5,597.75,1992.5,597.75,597.75,1992.5,1992.5,7970,398.5,597.75,1992.5
134755,Predeal-Sarari,347.85,347.85,1159.5,1159.5,4638,231.9,347.85,1159.5,347.85,347.85,1159.5,1159.5,4638,231.9,347.85,1159.5
134853,Provita De Jos,341.55,341.55,1138.5,1138.5,4554,227.7,341.55,1138.5,341.55,341.55,1138.5,1138.5,4554,227.7,341.55,1138.5
134899,Provita De Sus,303.15,303.15,1010.5,1010.5,4042,202.1,303.15,1010.5,303.15,303.15,1010.5,1010.5,4042,202.1,303.15,1010.5
134942,Puchenii Mari,1263.75,1263.75,4212.5,4212.5,16850,842.5,1263.75,4212.5,1263.75,1263.75,4212.5,4212.5,16850,842.5,1263.75,4212.5
135020,Rafov,809.4,809.4,2698.0,2698.0,10792,539.6,809.4,2698.0,809.4,809.4,2698.0,2698.0,10792,539.6,809.4,2698.0
135128,Salcia,156.45,156.45,521.5,521.5,2086,104.3,156.45,521.5,156.45,156.45,521.5,521.5,2086,104.3,156.45,521.5
135146,Salciile,276.6,276.6,922.0,922.0,3688,184.4,276.6,922.0,276.6,276.6,922.0,922.0,3688,184.4,276.6,922.0
135164,Scorteni,862.95,862.95,2876.5,2876.5,11506,575.3,862.95,2876.5,862.95,862.95,2876.5,2876.5,11506,575.3,862.95,2876.5
135226,Secaria,183.6,183.6,612.0,612.0,2448,122.4,183.6,612.0,183.6,183.6,612.0,612.0,2448,122.4,183.6,612.0
135244,Sangeru,831.45,831.45,2771.5,2771.5,11086,554.3,831.45,2771.5,831.45,831.45,2771.5,2771.5,11086,554.3,831.45,2771.5
135315,Starchiojd,572.25,572.25,1907.5,1907.5,7630,381.5,572.25,1907.5,572.25,572.25,1907.5,1907.5,7630,381.5,572.25,1907.5
135404,Surani,280.65,280.65,935.5,935.5,3742,187.1,280.65,935.5,280.65,280.65,935.5,935.5,3742,187.1,280.65,935.5
135431,Sirna,729.6,729.6,2432.0,2432.0,9728,486.4,729.6,2432.0,729.6,729.6,2432.0,2432.0,9728,486.4,729.6,2432.0
135501,Soimari,468.45,468.45,1561.5,1561.5,6246,312.3,468.45,1561.5,468.45,468.45,1561.5,1561.5,6246,312.3,468.45,1561.5
135547,Sotrile,502.95,502.95,1676.5,1676.5,6706,335.3,502.95,1676.5,502.95,502.95,1676.5,1676.5,6706,335.3,502.95,1676.5
135618,Stefesti,357.15,357.15,1190.5,1190.5,4762,238.1,357.15,1190.5,357.15,357.15,1190.5,1190.5,4762,238.1,357.15,1190.5
135654,Talea,156.75,156.75,522.5,522.5,2090,104.5,156.75,522.5,156.75,156.75,522.5,522.5,2090,104.5,156.75,522.5
135681,Tataru,133.65,133.65,445.5,445.5,1782,89.1,133.65,445.5,133.65,133.65,445.5,445.5,1782,89.1,133.65,445.5
135725,Teisani,554.7,554.7,1849.0,1849.0,7396,369.8,554.7,1849.0,554.7,554.7,1849.0,1849.0,7396,369.8,554.7,1849.0
135789,Telega,834.0,834.0,2780.0,2780.0,11120,556.0,834.0,2780.0,834.0,834.0,2780.0,2780.0,11120,556.0,834.0,2780.0
135850,Tinosu,362.55,362.55,1208.5,1208.5,4834,241.7,362.55,1208.5,362.55,362.55,1208.5,1208.5,4834,241.7,362.55,1208.5
135896,Tomsani,661.35,661.35,2204.5,2204.5,8818,440.9,661.35,2204.5,661.35,661.35,2204.5,2204.5,8818,440.9,661.35,2204.5
135949,Valea Calugareasca,1638.15,1638.15,5460.5,5460.5,21842,1092.1,1638.15,5460.5,1638.15,1638.15,5460.5,5460.5,21842,1092.1,1638.15,5460.5
136107,Valea Doftanei,1004.4,1004.4,3348.0,3348.0,13392,669.6,1004.4,3348.0,1004.4,1004.4,3348.0,3348.0,13392,669.6,1004.4,3348.0
136134,Varbilau,1032.15,1032.15,3440.5,3440.5,13762,688.1,1032.15,3440.5,1032.15,1032.15,3440.5,3440.5,13762,688.1,1032.15,3440.5
136198,Valcanesti,576.75,576.75,1922.5,1922.5,7690,384.5,576.75,1922.5,576.75,576.75,1922.5,1922.5,7690,384.5,576.75,1922.5
136241,Cocorastii Colt,447.9,447.9,1493.0,1493.0,5972,298.6,447.9,1493.0,447.9,447.9,1493.0,1493.0,5972,298.6,447.9,1493.0
136250,Olari,286.65,286.65,955.5,955.5,3822,191.1,286.65,955.5,286.65,286.65,955.5,955.5,3822,191.1,286.65,955.5
136269,Vadu Sapat,258.9,258.9,863.0,863.0,3452,172.6,258.9,863.0,258.9,258.9,863.0,863.0,3452,172.6,258.9,863.0
136278,Batrani,316.95,316.95,1056.5,1056.5,4226,211.3,316.95,1056.5,316.95,316.95,1056.5,1056.5,4226,211.3,316.95,1056.5
136483,Municipiul Satu Mare,18384.0,18384.0,61280.0,61280.0,245120,12256.0,18384.0,61280.0,18384.0,18384.0,61280.0,61280.0,245120,12256.0,18384.0,61280.0
136526,Municipiul Carei,3690.15,3690.15,12300.5,12300.5,49202,2460.1,3690.15,12300.5,3690.15,3690.15,12300.5,12300.5,49202,2460.1,3690.15,12300.5
136553,Capleni,483.45,483.45,1611.5,1611.5,6446,322.3,483.45,1611.5,483.45,483.45,1611.5,1611.5,6446,322.3,483.45,1611.5
136599,Oras Negresti-Oas,2532.9,2532.9,8443.0,8443.0,33772,1688.6,2532.9,8443.0,2532.9,2532.9,8443.0,8443.0,33772,1688.6,2532.9,8443.0
136642,Oras Tasnad,1428.6,1428.6,4762.0,4762.0,19048,952.4,1428.6,4762.0,1428.6,1428.6,4762.0,4762.0,19048,952.4,1428.6,4762.0
136713,Acas,452.85,452.85,1509.5,1509.5,6038,301.9,452.85,1509.5,452.85,452.85,1509.5,1509.5,6038,301.9,452.85,1509.5
136768,Andrid,401.85,401.85,1339.5,1339.5,5358,267.9,401.85,1339.5,401.85,401.85,1339.5,1339.5,5358,267.9,401.85,1339.5
136802,Apa,413.7,413.7,1379.0,1379.0,5516,275.8,413.7,1379.0,413.7,413.7,1379.0,1379.0,5516,275.8,413.7,1379.0
136848,Oras Ardud,1119.15,1119.15,3730.5,3730.5,14922,746.1,1119.15,3730.5,1119.15,1119.15,3730.5,3730.5,14922,746.1,1119.15,3730.5
136919,Batarci,578.1,578.1,1927.0,1927.0,7708,385.4,578.1,1927.0,578.1,578.1,1927.0,1927.0,7708,385.4,578.1,1927.0
136964,Beltiug,516.0,516.0,1720.0,1720.0,6880,344.0,516.0,1720.0,516.0,516.0,1720.0,1720.0,6880,344.0,516.0,1720.0
137032,Berveni,552.6,552.6,1842.0,1842.0,7368,368.4,552.6,1842.0,552.6,552.6,1842.0,1842.0,7368,368.4,552.6,1842.0
137069,Bixad,1132.35,1132.35,3774.5,3774.5,15098,754.9,1132.35,3774.5,1132.35,1132.35,3774.5,3774.5,15098,754.9,1132.35,3774.5
137103,Barsau,349.5,349.5,1165.0,1165.0,4660,233.0,349.5,1165.0,349.5,349.5,1165.0,1165.0,4660,233.0,349.5,1165.0
137130,Bogdand,427.95,427.95,1426.5,1426.5,5706,285.3,427.95,1426.5,427.95,427.95,1426.5,1426.5,5706,285.3,427.95,1426.5
137185,Botiz,575.85,575.85,1919.5,1919.5,7678,383.9,575.85,1919.5,575.85,575.85,1919.5,1919.5,7678,383.9,575.85,1919.5
137229,Calinesti-Oas,770.7,770.7,2569.0,2569.0,10276,513.8,770.7,2569.0,770.7,770.7,2569.0,2569.0,10276,513.8,770.7,2569.0
137274,Camarzana,364.95,364.95,1216.5,1216.5,4866,243.3,364.95,1216.5,364.95,364.95,1216.5,1216.5,4866,243.3,364.95,1216.5
137292,Cauas,381.0,381.0,1270.0,1270.0,5080,254.0,381.0,1270.0,381.0,381.0,1270.0,1270.0,5080,254.0,381.0,1270.0
137363,Cehal,246.75,246.75,822.5,822.5,3290,164.5,246.75,822.5,246.75,246.75,822.5,822.5,3290,164.5,246.75,822.5
137407,Certeze,878.4,878.4,2928.0,2928.0,11712,585.6,878.4,2928.0,878.4,878.4,2928.0,2928.0,11712,585.6,878.4,2928.0
137443,Craidorolt,337.8,337.8,1126.0,1126.0,4504,225.2,337.8,1126.0,337.8,337.8,1126.0,1126.0,4504,225.2,337.8,1126.0
137504,Crucisor,400.35,400.35,1334.5,1334.5,5338,266.9,400.35,1334.5,400.35,400.35,1334.5,1334.5,5338,266.9,400.35,1334.5
137540,Culciu,624.45,624.45,2081.5,2081.5,8326,416.3,624.45,2081.5,624.45,624.45,2081.5,2081.5,8326,416.3,624.45,2081.5
137611,Doba,448.35,448.35,1494.5,1494.5,5978,298.9,448.35,1494.5,448.35,448.35,1494.5,1494.5,5978,298.9,448.35,1494.5
137675,Dorolt,613.95,613.95,2046.5,2046.5,8186,409.3,613.95,2046.5,613.95,613.95,2046.5,2046.5,8186,409.3,613.95,2046.5
137728,Foieni,291.0,291.0,970.0,970.0,3880,194.0,291.0,970.0,291.0,291.0,970.0,970.0,3880,194.0,291.0,970.0
137746,Gherta Mica,555.15,555.15,1850.5,1850.5,7402,370.1,555.15,1850.5,555.15,555.15,1850.5,1850.5,7402,370.1,555.15,1850.5
137764,Halmeu,801.9,801.9,2673.0,2673.0,10692,534.6,801.9,2673.0,801.9,801.9,2673.0,2673.0,10692,534.6,801.9,2673.0
137844,Hodod,453.75,453.75,1512.5,1512.5,6050,302.5,453.75,1512.5,453.75,453.75,1512.5,1512.5,6050,302.5,453.75,1512.5
137899,Homoroade,273.9,273.9,913.0,913.0,3652,182.6,273.9,913.0,273.9,273.9,913.0,913.0,3652,182.6,273.9,913.0
137960,Lazuri,938.4,938.4,3128.0,3128.0,12512,625.6,938.4,3128.0,938.4,938.4,3128.0,3128.0,12512,625.6,938.4,3128.0
138039,Oras Livada,1101.15,1101.15,3670.5,3670.5,14682,734.1,1101.15,3670.5,1101.15,1101.15,3670.5,3670.5,14682,734.1,1101.15,3670.5
138084,Mediesu Aurit,1026.45,1026.45,3421.5,3421.5,13686,684.3,1026.45,3421.5,1026.45,1026.45,3421.5,3421.5,13686,684.3,1026.45,3421.5
138164,Micula,624.9,624.9,2083.0,2083.0,8332,416.6,624.9,2083.0,624.9,624.9,2083.0,2083.0,8332,416.6,624.9,2083.0
138208,Moftin,677.25,677.25,2257.5,2257.5,9030,451.5,677.25,2257.5,677.25,677.25,2257.5,2257.5,9030,451.5,677.25,2257.5
138280,Odoreu,886.8,886.8,2956.0,2956.0,11824,591.2,886.8,2956.0,886.8,886.8,2956.0,2956.0,11824,591.2,886.8,2956.0
138351,Orasu Nou,581.25,581.25,1937.5,1937.5,7750,387.5,581.25,1937.5,581.25,581.25,1937.5,1937.5,7750,387.5,581.25,1937.5
138431,Paulesti,872.25,872.25,2907.5,2907.5,11630,581.5,872.25,2907.5,872.25,872.25,2907.5,2907.5,11630,581.5,872.25,2907.5
138501,Petresti,288.9,288.9,963.0,963.0,3852,192.6,288.9,963.0,288.9,288.9,963.0,963.0,3852,192.6,288.9,963.0
138538,Pir,239.1,239.1,797.0,797.0,3188,159.4,239.1,797.0,239.1,239.1,797.0,797.0,3188,159.4,239.1,797.0
138574,Piscolt,480.75,480.75,1602.5,1602.5,6410,320.5,480.75,1602.5,480.75,480.75,1602.5,1602.5,6410,320.5,480.75,1602.5
138618,Pomi,288.75,288.75,962.5,962.5,3850,192.5,288.75,962.5,288.75,288.75,962.5,962.5,3850,192.5,288.75,962.5
138663,Sanislau,562.5,562.5,1875.0,1875.0,7500,375.0,562.5,1875.0,562.5,562.5,1875.0,1875.0,7500,375.0,562.5,1875.0
138734,Santau,391.95,391.95,1306.5,1306.5,5226,261.3,391.95,1306.5,391.95,391.95,1306.5,1306.5,5226,261.3,391.95,1306.5
138770,Sacaseni,188.7,188.7,629.0,629.0,2516,125.8,188.7,629.0,188.7,188.7,629.0,629.0,2516,125.8,188.7,629.0
138805,Sauca,230.4,230.4,768.0,768.0,3072,153.6,230.4,768.0,230.4,230.4,768.0,768.0,3072,153.6,230.4,768.0
138869,Socond,442.2,442.2,1474.0,1474.0,5896,294.8,442.2,1474.0,442.2,442.2,1474.0,1474.0,5896,294.8,442.2,1474.0
138921,Supur,630.0,630.0,2100.0,2100.0,8400,420.0,630.0,2100.0,630.0,630.0,2100.0,2100.0,8400,420.0,630.0,2100.0
139009,Tarna Mare,600.6,600.6,2002.0,2002.0,8008,400.4,600.6,2002.0,600.6,600.6,2002.0,2002.0,8008,400.4,600.6,2002.0
139054,Terebesti,284.85,284.85,949.5,949.5,3798,189.9,284.85,949.5,284.85,284.85,949.5,949.5,3798,189.9,284.85,949.5
139107,Tiream,363.75,363.75,1212.5,1212.5,4850,242.5,363.75,1212.5,363.75,363.75,1212.5,1212.5,4850,242.5,363.75,1212.5
139143,Tarsolt,462.6,462.6,1542.0,1542.0,6168,308.4,462.6,1542.0,462.6,462.6,1542.0,1542.0,6168,308.4,462.6,1542.0
139170,Turt,1245.75,1245.75,4152.5,4152.5,16610,830.5,1245.75,4152.5,1245.75,1245.75,4152.5,4152.5,16610,830.5,1245.75,4152.5
139214,Turulung,650.4,650.4,2168.0,2168.0,8672,433.6,650.4,2168.0,650.4,650.4,2168.0,2168.0,8672,433.6,650.4,2168.0
139250,Urziceni,222.15,222.15,740.5,740.5,2962,148.1,222.15,740.5,222.15,222.15,740.5,740.5,2962,148.1,222.15,740.5
139287,Valea Vinului,300.15,300.15,1000.5,1000.5,4002,200.1,300.15,1000.5,300.15,300.15,1000.5,1000.5,4002,200.1,300.15,1000.5
139330,Vama,614.25,614.25,2047.5,2047.5,8190,409.5,614.25,2047.5,614.25,614.25,2047.5,2047.5,8190,409.5,614.25,2047.5
139358,Vetis,813.15,813.15,2710.5,2710.5,10842,542.1,813.15,2710.5,813.15,813.15,2710.5,2710.5,10842,542.1,813.15,2710.5
139394,Viile Satu Mare,570.0,570.0,1900.0,1900.0,7600,380.0,570.0,1900.0,570.0,570.0,1900.0,1900.0,7600,380.0,570.0,1900.0
139704,Municipiul Zalau,10478.55,10478.55,34928.5,34928.5,139714,6985.7,10478.55,34928.5,10478.55,10478.55,34928.5,34928.5,139714,6985.7,10478.55,34928.5
139740,Oras Cehu Silvaniei,1163.7,1163.7,3879.0,3879.0,15516,775.8,1163.7,3879.0,1163.7,1163.7,3879.0,3879.0,15516,775.8,1163.7,3879.0
139811,Oras Jibou,1794.45,1794.45,5981.5,5981.5,23926,1196.3,1794.45,5981.5,1794.45,1794.45,5981.5,5981.5,23926,1196.3,1794.45,5981.5
139884,Oras Simleu Silvaniei,2613.0,2613.0,8710.0,8710.0,34840,1742.0,2613.0,8710.0,2613.0,2613.0,8710.0,8710.0,34840,1742.0,2613.0,8710.0
139937,Agrij,212.4,212.4,708.0,708.0,2832,141.6,212.4,708.0,212.4,212.4,708.0,708.0,2832,141.6,212.4,708.0
139982,Almasu,322.05,322.05,1073.5,1073.5,4294,214.7,322.05,1073.5,322.05,322.05,1073.5,1073.5,4294,214.7,322.05,1073.5
140084,Babeni,241.8,241.8,806.0,806.0,3224,161.2,241.8,806.0,241.8,241.8,806.0,806.0,3224,161.2,241.8,806.0
140146,Balan,577.95,577.95,1926.5,1926.5,7706,385.3,577.95,1926.5,577.95,577.95,1926.5,1926.5,7706,385.3,577.95,1926.5
140208,Banisor,303.45,303.45,1011.5,1011.5,4046,202.3,303.45,1011.5,303.45,303.45,1011.5,1011.5,4046,202.3,303.45,1011.5
140244,Benesat,224.7,224.7,749.0,749.0,2996,149.8,224.7,749.0,224.7,224.7,749.0,749.0,2996,149.8,224.7,749.0
140280,Bobota,599.7,599.7,1999.0,1999.0,7996,399.8,599.7,1999.0,599.7,599.7,1999.0,1999.0,7996,399.8,599.7,1999.0
140324,Bocsa,521.4,521.4,1738.0,1738.0,6952,347.6,521.4,1738.0,521.4,521.4,1738.0,1738.0,6952,347.6,521.4,1738.0
140379,Buciumi,391.35,391.35,1304.5,1304.5,5218,260.9,391.35,1304.5,391.35,391.35,1304.5,1304.5,5218,260.9,391.35,1304.5
140440,Camar,255.3,255.3,851.0,851.0,3404,170.2,255.3,851.0,255.3,255.3,851.0,851.0,3404,170.2,255.3,851.0
140477,Carastelec,159.15,159.15,530.5,530.5,2122,106.1,159.15,530.5,159.15,159.15,530.5,530.5,2122,106.1,159.15,530.5
140501,Chiesd,390.3,390.3,1301.0,1301.0,5204,260.2,390.3,1301.0,390.3,390.3,1301.0,1301.0,5204,260.2,390.3,1301.0
140547,Cizer,335.4,335.4,1118.0,1118.0,4472,223.6,335.4,1118.0,335.4,335.4,1118.0,1118.0,4472,223.6,335.4,1118.0
140583,Coseiu,176.7,176.7,589.0,589.0,2356,117.8,176.7,589.0,176.7,176.7,589.0,589.0,2356,117.8,176.7,589.0
140627,Crasna,1008.3,1008.3,3361.0,3361.0,13444,672.2,1008.3,3361.0,1008.3,1008.3,3361.0,3361.0,13444,672.2,1008.3,3361.0
140672,Creaca,417.45,417.45,1391.5,1391.5,5566,278.3,417.45,1391.5,417.45,417.45,1391.5,1391.5,5566,278.3,417.45,1391.5
140770,Cristolt,188.1,188.1,627.0,627.0,2508,125.4,188.1,627.0,188.1,188.1,627.0,627.0,2508,125.4,188.1,627.0
140823,Criseni,457.95,457.95,1526.5,1526.5,6106,305.3,457.95,1526.5,457.95,457.95,1526.5,1526.5,6106,305.3,457.95,1526.5
140869,Cuzaplac,256.95,256.95,856.5,856.5,3426,171.3,256.95,856.5,256.95,256.95,856.5,856.5,3426,171.3,256.95,856.5
140958,Dobrin,251.55,251.55,838.5,838.5,3354,167.7,251.55,838.5,251.55,251.55,838.5,838.5,3354,167.7,251.55,838.5
141027,Dragu,203.1,203.1,677.0,677.0,2708,135.4,203.1,677.0,203.1,203.1,677.0,677.0,2708,135.4,203.1,677.0
141081,Fildu De Jos,205.8,205.8,686.0,686.0,2744,137.2,205.8,686.0,205.8,205.8,686.0,686.0,2744,137.2,205.8,686.0
141134,Galgau,363.9,363.9,1213.0,1213.0,4852,242.6,363.9,1213.0,363.9,363.9,1213.0,1213.0,4852,242.6,363.9,1213.0
141232,Garbou,324.45,324.45,1081.5,1081.5,4326,216.3,324.45,1081.5,324.45,324.45,1081.5,1081.5,4326,216.3,324.45,1081.5
141312,Halmasd,364.05,364.05,1213.5,1213.5,4854,242.7,364.05,1213.5,364.05,364.05,1213.5,1213.5,4854,242.7,364.05,1213.5
141376,Hereclean,571.35,571.35,1904.5,1904.5,7618,380.9,571.35,1904.5,571.35,571.35,1904.5,1904.5,7618,380.9,571.35,1904.5
141447,Hida,410.4,410.4,1368.0,1368.0,5472,273.6,410.4,1368.0,410.4,410.4,1368.0,1368.0,5472,273.6,410.4,1368.0
141535,Horoatu Crasnei,390.15,390.15,1300.5,1300.5,5202,260.1,390.15,1300.5,390.15,390.15,1300.5,1300.5,5202,260.1,390.15,1300.5
141580,Ileanda,364.8,364.8,1216.0,1216.0,4864,243.2,364.8,1216.0,364.8,364.8,1216.0,1216.0,4864,243.2,364.8,1216.0
141722,Ip,567.45,567.45,1891.5,1891.5,7566,378.3,567.45,1891.5,567.45,567.45,1891.5,1891.5,7566,378.3,567.45,1891.5
141786,Letca,271.65,271.65,905.5,905.5,3622,181.1,271.65,905.5,271.65,271.65,905.5,905.5,3622,181.1,271.65,905.5
141884,Lozna,145.05,145.05,483.5,483.5,1934,96.7,145.05,483.5,145.05,145.05,483.5,483.5,1934,96.7,145.05,483.5
141946,Marca,407.7,407.7,1359.0,1359.0,5436,271.8,407.7,1359.0,407.7,407.7,1359.0,1359.0,5436,271.8,407.7,1359.0
142006,Maeriste,447.0,447.0,1490.0,1490.0,5960,298.0,447.0,1490.0,447.0,447.0,1490.0,1490.0,5960,298.0,447.0,1490.0
142079,Mesesenii De Jos,468.0,468.0,1560.0,1560.0,6240,312.0,468.0,1560.0,468.0,468.0,1560.0,1560.0,6240,312.0,468.0,1560.0
142122,Mirsid,361.05,361.05,1203.5,1203.5,4814,240.7,361.05,1203.5,361.05,361.05,1203.5,1203.5,4814,240.7,361.05,1203.5
142177,Napradea,414.75,414.75,1382.5,1382.5,5530,276.5,414.75,1382.5,414.75,414.75,1382.5,1382.5,5530,276.5,414.75,1382.5
142239,Nusfalau,588.75,588.75,1962.5,1962.5,7850,392.5,588.75,1962.5,588.75,588.75,1962.5,1962.5,7850,392.5,588.75,1962.5
142284,Pericei,580.8,580.8,1936.0,1936.0,7744,387.2,580.8,1936.0,580.8,580.8,1936.0,1936.0,7744,387.2,580.8,1936.0
142337,Plopis,388.65,388.65,1295.5,1295.5,5182,259.1,388.65,1295.5,388.65,388.65,1295.5,1295.5,5182,259.1,388.65,1295.5
142373,Poiana Blenchii,184.35,184.35,614.5,614.5,2458,122.9,184.35,614.5,184.35,184.35,614.5,614.5,2458,122.9,184.35,614.5
142426,Romanasi,469.95,469.95,1566.5,1566.5,6266,313.3,469.95,1566.5,469.95,469.95,1566.5,1566.5,6266,313.3,469.95,1566.5
142499,Rus,162.6,162.6,542.0,542.0,2168,108.4,162.6,542.0,162.6,162.6,542.0,542.0,2168,108.4,162.6,542.0
142550,Salatig,411.15,411.15,1370.5,1370.5,5482,274.1,411.15,1370.5,411.15,411.15,1370.5,1370.5,5482,274.1,411.15,1370.5
142612,Sag,499.65,499.65,1665.5,1665.5,6662,333.1,499.65,1665.5,499.65,499.65,1665.5,1665.5,6662,333.1,499.65,1665.5
142676,Sanmihaiu Almasului,252.6,252.6,842.0,842.0,3368,168.4,252.6,842.0,252.6,252.6,842.0,842.0,3368,168.4,252.6,842.0
142710,Somes-Odorhei,416.55,416.55,1388.5,1388.5,5554,277.7,416.55,1388.5,416.55,416.55,1388.5,1388.5,5554,277.7,416.55,1388.5
142774,Surduc,559.8,559.8,1866.0,1866.0,7464,373.2,559.8,1866.0,559.8,559.8,1866.0,1866.0,7464,373.2,559.8,1866.0
142854,Samsud,275.1,275.1,917.0,917.0,3668,183.4,275.1,917.0,275.1,275.1,917.0,917.0,3668,183.4,275.1,917.0
142881,Sarmasag,999.9,999.9,3333.0,3333.0,13332,666.6,999.9,3333.0,999.9,999.9,3333.0,3333.0,13332,666.6,999.9,3333.0
142952,Valcau De Jos,485.7,485.7,1619.0,1619.0,6476,323.8,485.7,1619.0,485.7,485.7,1619.0,1619.0,6476,323.8,485.7,1619.0
143021,Varsolt,345.15,345.15,1150.5,1150.5,4602,230.1,345.15,1150.5,345.15,345.15,1150.5,1150.5,4602,230.1,345.15,1150.5
143067,Zalha,136.35,136.35,454.5,454.5,1818,90.9,136.35,454.5,136.35,136.35,454.5,454.5,1818,90.9,136.35,454.5
143147,Zimbor,150.6,150.6,502.0,502.0,2008,100.4,150.6,502.0,150.6,150.6,502.0,502.0,2008,100.4,150.6,502.0
143450,Municipiul Sibiu,25482.0,25482.0,84940.0,84940.0,339760,16988.0,25482.0,84940.0,25482.0,25482.0,84940.0,84940.0,339760,16988.0,25482.0,84940.0
143487,Cristian,628.95,628.95,2096.5,2096.5,8386,419.3,628.95,2096.5,628.95,628.95,2096.5,2096.5,8386,419.3,628.95,2096.5
143502,Poplaca,272.25,272.25,907.5,907.5,3630,181.5,272.25,907.5,272.25,272.25,907.5,907.5,3630,181.5,272.25,907.5
143520,Rasinari,862.95,862.95,2876.5,2876.5,11506,575.3,862.95,2876.5,862.95,862.95,2876.5,2876.5,11506,575.3,862.95,2876.5
143557,Selimbar,1387.95,1387.95,4626.5,4626.5,18506,925.3,1387.95,4626.5,1387.95,1387.95,4626.5,4626.5,18506,925.3,1387.95,4626.5
143619,Municipiul Medias,8791.05,8791.05,29303.5,29303.5,117214,5860.7,8791.05,29303.5,8791.05,8791.05,29303.5,29303.5,117214,5860.7,8791.05,29303.5
143646,Tarnava,504.9,504.9,1683.0,1683.0,6732,336.6,504.9,1683.0,504.9,504.9,1683.0,1683.0,6732,336.6,504.9,1683.0
143682,Oras Agnita,1811.7,1811.7,6039.0,6039.0,24156,1207.8,1811.7,6039.0,1811.7,1811.7,6039.0,6039.0,24156,1207.8,1811.7,6039.0
143735,Oras Cisnadie,2900.25,2900.25,9667.5,9667.5,38670,1933.5,2900.25,9667.5,2900.25,2900.25,9667.5,9667.5,38670,1933.5,2900.25,9667.5
143771,Oras Copsa Mica,910.05,910.05,3033.5,3033.5,12134,606.7,910.05,3033.5,910.05,910.05,3033.5,3033.5,12134,606.7,910.05,3033.5
143806,Oras Dumbraveni,1302.75,1302.75,4342.5,4342.5,17370,868.5,1302.75,4342.5,1302.75,1302.75,4342.5,4342.5,17370,868.5,1302.75,4342.5
143851,Oras Ocna Sibiului,649.8,649.8,2166.0,2166.0,8664,433.2,649.8,2166.0,649.8,649.8,2166.0,2166.0,8664,433.2,649.8,2166.0
143888,Altina,277.5,277.5,925.0,925.0,3700,185.0,277.5,925.0,277.5,277.5,925.0,925.0,3700,185.0,277.5,925.0
143922,Apoldu De Jos,198.3,198.3,661.0,661.0,2644,132.2,198.3,661.0,198.3,198.3,661.0,661.0,2644,132.2,198.3,661.0
